run,family,cycle,side,layer,new,total
r,P11,8,both,1,3,9
r,P11,8,left,0,0,9
r,P11,8,left,1,0,9
r,P11,8,right,0,5,14
r,P11,8,right,1,0,14
r,P11,9,both,0,4,4
r,P11,9,both,1,5,9
r,P11,9,left,0,4,13
r,P11,9,left,1,0,13
r,P11,9,right,0,1,14
r,P11,9,right,1,0,14
r,P11,10,both,0,3,3
r,P11,10,both,1,3,6
r,P11,10,left,0,0,6
r,P11,10,left,1,0,6
r,P11,10,right,0,0,6
r,P11,10,right,1,0,6
r,P11,11,both,0,1,1
r,P11,11,both,1,3,4
r,P11,11,left,0,1,5
r,P11,11,left,1,0,5
r,P11,11,right,0,1,6
r,P11,11,right,1,0,6
r,P11,12,both,0,0,0
r,P11,12,both,1,0,0
r,P11,12,left,0,0,0
r,P11,12,left,1,0,0
r,P11,12,right,0,0,0
r,P11,12,right,1,0,0
r,P11,0,both,0,0,0
r,P11,0,both,1,1,1
r,P11,0,left,0,1,2
r,P11,0,left,1,6,8
r,P11,0,right,0,2,10
r,P11,0,right,1,6,16
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,3,27
r,P11,2,right,1,6,33
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,3,21
r,P11,3,right,0,2,23
r,P11,3,right,1,2,25
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,6,24
r,P11,4,right,0,1,25
r,P11,4,right,1,3,28
r,P11,5,both,0,4,4
r,P11,5,both,1,5,9
r,P11,5,left,0,2,11
r,P11,5,left,1,2,13
r,P11,5,right,0,1,14
r,P11,5,right,1,5,19
r,P11,6,both,0,1,1
r,P11,6,both,1,3,4
r,P11,6,left,0,2,6
r,P11,6,left,1,2,8
r,P11,6,right,0,2,10
r,P11,6,right,1,1,11
r,P11,7,both,0,2,2
r,P11,7,both,1,2,4
r,P11,7,left,0,1,5
r,P11,7,left,1,0,5
r,P11,7,right,0,0,5
r,P11,7,right,1,0,5
r,P11,8,both,0,0,0
r,P11,8,both,1,3,3
r,P11,8,left,0,0,3
r,P11,8,left,1,0,3
r,P11,8,right,0,0,3
r,P11,8,right,1,2,5
r,P11,0,both,0,1,1
r,P11,0,both,1,6,7
r,P11,0,left,0,6,13
r,P11,0,left,1,6,19
r,P11,0,right,0,6,25
r,P11,0,right,1,6,31
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,5,35
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,4,22
r,P11,3,right,0,5,27
r,P11,3,right,1,4,31
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,4,16
r,P11,4,left,1,2,18
r,P11,4,right,0,3,21
r,P11,4,right,1,4,25
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,4,16
r,P11,5,left,1,3,19
r,P11,5,right,0,1,20
r,P11,5,right,1,2,22
r,P11,6,both,0,6,6
r,P11,6,both,1,5,11
r,P11,6,left,0,1,12
r,P11,6,left,1,1,13
r,P11,6,right,0,2,15
r,P11,6,right,1,2,17
r,P11,7,both,0,3,3
r,P11,7,both,1,3,6
r,P11,7,left,0,0,6
r,P11,7,left,1,1,7
r,P11,7,right,0,1,8
r,P11,7,right,1,2,10
r,P11,8,both,0,6,6
r,P11,8,both,1,4,10
r,P11,8,left,0,0,10
r,P11,8,left,1,0,10
r,P11,8,right,0,4,14
r,P11,8,right,1,0,14
r,P11,9,both,0,6,6
r,P11,9,both,1,1,7
r,P11,9,left,0,4,11
r,P11,9,left,1,0,11
r,P11,9,right,0,4,15
r,P11,9,right,1,0,15
r,P11,0,both,0,0,0
r,P11,0,both,1,1,1
r,P11,0,left,0,5,6
r,P11,0,left,1,6,12
r,P11,0,right,0,6,18
r,P11,0,right,1,6,24
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,5,17
r,P11,3,left,1,6,23
r,P11,3,right,0,6,29
r,P11,3,right,1,3,32
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,3,15
r,P11,4,left,1,2,17
r,P11,4,right,0,2,19
r,P11,4,right,1,1,20
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,1,13
r,P11,5,left,1,1,14
r,P11,5,right,0,0,14
r,P11,5,right,1,0,14
r,P11,6,both,0,5,5
r,P11,6,both,1,6,11
r,P11,6,left,0,0,11
r,P11,6,left,1,2,13
r,P11,6,right,0,0,13
r,P11,6,right,1,2,15
r,P11,7,both,0,6,6
r,P11,7,both,1,6,12
r,P11,7,left,0,1,13
r,P11,7,left,1,1,14
r,P11,7,right,0,6,20
r,P11,7,right,1,2,22
r,P11,8,both,0,5,5
r,P11,8,both,1,3,8
r,P11,8,left,0,6,14
r,P11,8,left,1,0,14
r,P11,8,right,0,1,15
r,P11,8,right,1,2,17
r,P11,9,both,0,1,1
r,P11,9,both,1,0,1
r,P11,9,left,0,0,1
r,P11,9,left,1,0,1
r,P11,9,right,0,0,1
r,P11,9,right,1,1,2
r,P11,10,both,0,0,0
r,P11,10,both,1,0,0
r,P11,10,left,0,0,0
r,P11,10,left,1,0,0
r,P11,10,right,0,0,0
r,P11,10,right,1,0,0
r,P11,0,both,0,1,1
r,P11,0,both,1,3,4
r,P11,0,left,0,6,10
r,P11,0,left,1,6,16
r,P11,0,right,0,6,22
r,P11,0,right,1,6,28
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,6,30
r,P11,3,right,1,6,36
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,5,17
r,P11,4,left,1,5,22
r,P11,4,right,0,3,25
r,P11,4,right,1,2,27
r,P11,5,both,0,5,5
r,P11,5,both,1,6,11
r,P11,5,left,0,1,12
r,P11,5,left,1,2,14
r,P11,5,right,0,1,15
r,P11,5,right,1,0,15
r,P11,6,both,0,3,3
r,P11,6,both,1,6,9
r,P11,6,left,0,0,9
r,P11,6,left,1,0,9
r,P11,6,right,0,0,9
r,P11,6,right,1,1,10
r,P11,7,both,0,3,3
r,P11,7,both,1,2,5
r,P11,7,left,0,0,5
r,P11,7,left,1,0,5
r,P11,7,right,0,2,7
r,P11,7,right,1,1,8
r,P11,8,both,0,3,3
r,P11,8,both,1,6,9
r,P11,8,left,0,0,9
r,P11,8,left,1,1,10
r,P11,8,right,0,2,12
r,P11,8,right,1,0,12
r,P11,9,both,0,4,4
r,P11,9,both,1,1,5
r,P11,9,left,0,1,6
r,P11,9,left,1,0,6
r,P11,9,right,0,1,7
r,P11,9,right,1,0,7
r,P11,10,both,0,4,4
r,P11,10,both,1,6,10
r,P11,10,left,0,1,11
r,P11,10,left,1,0,11
r,P11,10,right,0,1,12
r,P11,10,right,1,0,12
r,P11,11,both,0,2,2
r,P11,11,both,1,0,2
r,P11,11,left,0,1,3
r,P11,11,left,1,0,3
r,P11,11,right,0,0,3
r,P11,11,right,1,0,3
r,P11,12,both,0,2,2
r,P11,12,both,1,4,6
r,P11,12,left,0,0,6
r,P11,12,left,1,0,6
r,P11,12,right,0,0,6
r,P11,12,right,1,0,6
r,P11,0,both,0,0,0
r,P11,0,both,1,3,3
r,P11,0,left,0,6,9
r,P11,0,left,1,6,15
r,P11,0,right,0,6,21
r,P11,0,right,1,6,27
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,4,28
r,P11,3,right,1,6,34
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,6,24
r,P11,4,right,0,4,28
r,P11,4,right,1,6,34
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,5,17
r,P11,5,left,1,4,21
r,P11,5,right,0,5,26
r,P11,5,right,1,3,29
r,P11,6,both,0,6,6
r,P11,6,both,1,5,11
r,P11,6,left,0,2,13
r,P11,6,left,1,2,15
r,P11,6,right,0,2,17
r,P11,6,right,1,1,18
r,P11,7,both,0,6,6
r,P11,7,both,1,2,8
r,P11,7,left,0,4,12
r,P11,7,left,1,0,12
r,P11,7,right,0,3,15
r,P11,7,right,1,0,15
r,P11,8,both,0,6,6
r,P11,8,both,1,1,7
r,P11,8,left,0,0,7
r,P11,8,left,1,0,7
r,P11,8,right,0,0,7
r,P11,8,right,1,0,7
r,P11,9,both,0,5,5
r,P11,9,both,1,6,11
r,P11,9,left,0,1,12
r,P11,9,left,1,1,13
r,P11,9,right,0,2,15
r,P11,9,right,1,3,18
r,P11,10,both,0,4,4
r,P11,10,both,1,4,8
r,P11,10,left,0,0,8
r,P11,10,left,1,3,11
r,P11,10,right,0,1,12
r,P11,10,right,1,4,16
r,P11,11,both,0,4,4
r,P11,11,both,1,5,9
r,P11,11,left,0,1,10
r,P11,11,left,1,6,16
r,P11,11,right,0,1,17
r,P11,11,right,1,3,20
r,P11,12,both,0,3,3
r,P11,12,both,1,3,6
r,P11,12,left,0,0,6
r,P11,12,left,1,3,9
r,P11,12,right,0,0,9
r,P11,12,right,1,3,12
r,P11,13,both,0,2,2
r,P11,13,both,1,3,5
r,P11,13,left,0,0,5
r,P11,13,left,1,4,9
r,P11,13,right,0,0,9
r,P11,13,right,1,4,13
r,P11,0,both,0,0,0
r,P11,0,both,1,3,3
r,P11,0,left,0,6,9
r,P11,0,left,1,6,15
r,P11,0,right,0,6,21
r,P11,0,right,1,6,27
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,6,30
r,P11,3,right,1,5,35
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,2,14
r,P11,4,left,1,6,20
r,P11,4,right,0,4,24
r,P11,4,right,1,2,26
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,2,14
r,P11,5,left,1,4,18
r,P11,5,right,0,1,19
r,P11,5,right,1,3,22
r,P11,6,both,0,3,3
r,P11,6,both,1,6,9
r,P11,6,left,0,1,10
r,P11,6,left,1,1,11
r,P11,6,right,0,1,12
r,P11,6,right,1,2,14
r,P11,7,both,0,2,2
r,P11,7,both,1,4,6
r,P11,7,left,0,0,6
r,P11,7,left,1,1,7
r,P11,7,right,0,0,7
r,P11,7,right,1,1,8
r,P11,8,both,0,0,0
r,P11,8,both,1,0,0
r,P11,8,left,0,0,0
r,P11,8,left,1,0,0
r,P11,8,right,0,0,0
r,P11,8,right,1,0,0
r,P11,0,both,0,0,0
r,P11,0,both,1,1,1
r,P11,0,left,0,6,7
r,P11,0,left,1,6,13
r,P11,0,right,0,6,19
r,P11,0,right,1,6,25
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,3,27
r,P11,3,right,1,6,33
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,6,24
r,P11,4,right,0,4,28
r,P11,4,right,1,4,32
r,P11,5,both,0,6,6
r,P11,5,both,1,4,10
r,P11,5,left,0,2,12
r,P11,5,left,1,3,15
r,P11,5,right,0,4,19
r,P11,5,right,1,3,22
r,P11,6,both,0,6,6
r,P11,6,both,1,5,11
r,P11,6,left,0,2,13
r,P11,6,left,1,1,14
r,P11,6,right,0,3,17
r,P11,6,right,1,1,18
r,P11,7,both,0,6,6
r,P11,7,both,1,6,12
r,P11,7,left,0,5,17
r,P11,7,left,1,2,19
r,P11,7,right,0,3,22
r,P11,7,right,1,3,25
r,P11,8,both,0,6,6
r,P11,8,both,1,6,12
r,P11,8,left,0,2,14
r,P11,8,left,1,3,17
r,P11,8,right,0,2,19
r,P11,8,right,1,2,21
r,P11,9,both,0,6,6
r,P11,9,both,1,6,12
r,P11,9,left,0,3,15
r,P11,9,left,1,3,18
r,P11,9,right,0,2,20
r,P11,9,right,1,0,20
r,P11,10,both,0,3,3
r,P11,10,both,1,2,5
r,P11,10,left,0,0,5
r,P11,10,left,1,2,7
r,P11,10,right,0,0,7
r,P11,10,right,1,2,9
r,P11,0,both,0,1,1
r,P11,0,both,1,6,7
r,P11,0,left,0,6,13
r,P11,0,left,1,6,19
r,P11,0,right,0,6,25
r,P11,0,right,1,6,31
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,5,29
r,P11,3,right,1,4,33
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,3,21
r,P11,4,right,0,3,24
r,P11,4,right,1,3,27
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,0,12
r,P11,5,left,1,4,16
r,P11,5,right,0,3,19
r,P11,5,right,1,1,20
r,P11,6,both,0,6,6
r,P11,6,both,1,6,12
r,P11,6,left,0,1,13
r,P11,6,left,1,3,16
r,P11,6,right,0,0,16
r,P11,6,right,1,4,20
r,P11,7,both,0,3,3
r,P11,7,both,1,4,7
r,P11,7,left,0,2,9
r,P11,7,left,1,3,12
r,P11,7,right,0,3,15
r,P11,7,right,1,3,18
r,P11,8,both,0,4,4
r,P11,8,both,1,6,10
r,P11,8,left,0,1,11
r,P11,8,left,1,3,14
r,P11,8,right,0,0,14
r,P11,8,right,1,2,16
r,P11,9,both,0,1,1
r,P11,9,both,1,4,5
r,P11,9,left,0,2,7
r,P11,9,left,1,3,10
r,P11,9,right,0,0,10
r,P11,9,right,1,3,13
r,P11,10,both,0,0,0
r,P11,10,both,1,3,3
r,P11,10,left,0,0,3
r,P11,10,left,1,2,5
r,P11,10,right,0,0,5
r,P11,10,right,1,2,7
r,P11,11,both,0,1,1
r,P11,11,both,1,2,3
r,P11,11,left,0,0,3
r,P11,11,left,1,2,5
r,P11,11,right,0,0,5
r,P11,11,right,1,2,7
r,P11,12,both,0,0,0
r,P11,12,both,1,2,2
r,P11,12,left,0,0,2
r,P11,12,left,1,2,4
r,P11,12,right,0,0,4
r,P11,12,right,1,2,6
r,P11,0,both,0,1,1
r,P11,0,both,1,6,7
r,P11,0,left,0,6,13
r,P11,0,left,1,6,19
r,P11,0,right,0,6,25
r,P11,0,right,1,6,31
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,5,29
r,P11,3,right,1,5,34
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,6,24
r,P11,4,right,0,4,28
r,P11,4,right,1,5,33
r,P11,5,both,0,6,6
r,P11,5,both,1,4,10
r,P11,5,left,0,5,15
r,P11,5,left,1,4,19
r,P11,5,right,0,1,20
r,P11,5,right,1,5,25
r,P11,6,both,0,6,6
r,P11,6,both,1,3,9
r,P11,6,left,0,6,15
r,P11,6,left,1,4,19
r,P11,6,right,0,4,23
r,P11,6,right,1,3,26
r,P11,7,both,0,3,3
r,P11,7,both,1,5,8
r,P11,7,left,0,0,8
r,P11,7,left,1,4,12
r,P11,7,right,0,0,12
r,P11,7,right,1,2,14
r,P11,8,both,0,1,1
r,P11,8,both,1,2,3
r,P11,8,left,0,1,4
r,P11,8,left,1,6,10
r,P11,8,right,0,0,10
r,P11,8,right,1,4,14
r,P11,9,both,0,1,1
r,P11,9,both,1,4,5
r,P11,9,left,0,4,9
r,P11,9,left,1,1,10
r,P11,9,right,0,0,10
r,P11,9,right,1,0,10
r,P11,10,both,0,0,0
r,P11,10,both,1,3,3
r,P11,10,left,0,0,3
r,P11,10,left,1,1,4
r,P11,10,right,0,0,4
r,P11,10,right,1,0,4
r,P11,11,both,0,1,1
r,P11,11,both,1,0,1
r,P11,11,left,0,0,1
r,P11,11,left,1,0,1
r,P11,11,right,0,0,1
r,P11,11,right,1,0,1
r,P11,12,both,0,0,0
r,P11,12,both,1,0,0
r,P11,12,left,0,0,0
r,P11,12,left,1,0,0
r,P11,12,right,0,0,0
r,P11,12,right,1,0,0
r,P11,0,both,0,0,0
r,P11,0,both,1,1,1
r,P11,0,left,0,4,5
r,P11,0,left,1,6,11
r,P11,0,right,0,6,17
r,P11,0,right,1,6,23
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,3,27
r,P11,2,right,1,6,33
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,4,28
r,P11,3,right,1,6,34
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,2,20
r,P11,4,right,0,3,23
r,P11,4,right,1,6,29
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,3,15
r,P11,5,left,1,2,17
r,P11,5,right,0,1,18
r,P11,5,right,1,3,21
r,P11,6,both,0,6,6
r,P11,6,both,1,1,7
r,P11,6,left,0,0,7
r,P11,6,left,1,0,7
r,P11,6,right,0,1,8
r,P11,6,right,1,3,11
r,P11,7,both,0,3,3
r,P11,7,both,1,0,3
r,P11,7,left,0,0,3
r,P11,7,left,1,1,4
r,P11,7,right,0,1,5
r,P11,7,right,1,2,7
r,P11,8,both,0,1,1
r,P11,8,both,1,1,2
r,P11,8,left,0,0,2
r,P11,8,left,1,0,2
r,P11,8,right,0,1,3
r,P11,8,right,1,0,3
r,P11,9,both,0,0,0
r,P11,9,both,1,0,0
r,P11,9,left,0,0,0
r,P11,9,left,1,0,0
r,P11,9,right,0,0,0
r,P11,9,right,1,0,0
r,P11,0,both,0,1,1
r,P11,0,both,1,6,7
r,P11,0,left,0,6,13
r,P11,0,left,1,6,19
r,P11,0,right,0,6,25
r,P11,0,right,1,6,31
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,6,30
r,P11,3,right,1,6,36
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,6,24
r,P11,4,right,0,2,26
r,P11,4,right,1,2,28
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,6,18
r,P11,5,left,1,6,24
r,P11,5,right,0,3,27
r,P11,5,right,1,1,28
r,P11,6,both,0,6,6
r,P11,6,both,1,3,9
r,P11,6,left,0,0,9
r,P11,6,left,1,0,9
r,P11,6,right,0,3,12
r,P11,6,right,1,0,12
r,P11,7,both,0,6,6
r,P11,7,both,1,4,10
r,P11,7,left,0,2,12
r,P11,7,left,1,1,13
r,P11,7,right,0,2,15
r,P11,7,right,1,3,18
r,P11,8,both,0,5,5
r,P11,8,both,1,3,8
r,P11,8,left,0,2,10
r,P11,8,left,1,3,13
r,P11,8,right,0,2,15
r,P11,8,right,1,4,19
r,P11,9,both,0,2,2
r,P11,9,both,1,3,5
r,P11,9,left,0,2,7
r,P11,9,left,1,3,10
r,P11,9,right,0,2,12
r,P11,9,right,1,3,15
r,P11,0,both,0,2,2
r,P11,0,both,1,6,8
r,P11,0,left,0,6,14
r,P11,0,left,1,6,20
r,P11,0,right,0,6,26
r,P11,0,right,1,6,32
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,5,17
r,P11,3,left,1,6,23
r,P11,3,right,0,5,28
r,P11,3,right,1,6,34
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,3,15
r,P11,4,left,1,6,21
r,P11,4,right,0,5,26
r,P11,4,right,1,6,32
r,P11,5,both,0,6,6
r,P11,5,both,1,6,12
r,P11,5,left,0,2,14
r,P11,5,left,1,2,16
r,P11,5,right,0,2,18
r,P11,5,right,1,1,19
r,P11,6,both,0,6,6
r,P11,6,both,1,6,12
r,P11,6,left,0,0,12
r,P11,6,left,1,1,13
r,P11,6,right,0,0,13
r,P11,6,right,1,0,13
r,P11,7,both,0,6,6
r,P11,7,both,1,3,9
r,P11,7,left,0,0,9
r,P11,7,left,1,1,10
r,P11,7,right,0,2,12
r,P11,7,right,1,0,12
r,P11,8,both,0,3,3
r,P11,8,both,1,0,3
r,P11,8,left,0,0,3
r,P11,8,left,1,0,3
r,P11,8,right,0,0,3
r,P11,8,right,1,0,3
r,P11,9,both,0,0,0
r,P11,9,both,1,0,0
r,P11,9,left,0,0,0
r,P11,9,left,1,0,0
r,P11,9,right,0,0,0
r,P11,9,right,1,0,0
r,P11,0,both,0,0,0
r,P11,0,both,1,2,2
r,P11,0,left,0,6,8
r,P11,0,left,1,6,14
r,P11,0,right,0,6,20
r,P11,0,right,1,6,26
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,4,16
r,P11,3,left,1,6,22
r,P11,3,right,0,4,26
r,P11,3,right,1,6,32
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,4,22
r,P11,4,right,0,2,24
r,P11,4,right,1,5,29
r,P11,5,both,0,3,3
r,P11,5,both,1,6,9
r,P11,5,left,0,6,15
r,P11,5,left,1,1,16
r,P11,5,right,0,2,18
r,P11,5,right,1,1,19
r,P11,6,both,0,3,3
r,P11,6,both,1,5,8
r,P11,6,left,0,3,11
r,P11,6,left,1,1,12
r,P11,6,right,0,1,13
r,P11,6,right,1,2,15
r,P11,7,both,0,3,3
r,P11,7,both,1,1,4
r,P11,7,left,0,0,4
r,P11,7,left,1,2,6
r,P11,7,right,0,0,6
r,P11,7,right,1,0,6
r,P11,8,both,0,1,1
r,P11,8,both,1,3,4
r,P11,8,left,0,0,4
r,P11,8,left,1,0,4
r,P11,8,right,0,0,4
r,P11,8,right,1,0,4
r,P11,9,both,0,1,1
r,P11,9,both,1,0,1
r,P11,9,left,0,0,1
r,P11,9,left,1,0,1
r,P11,9,right,0,0,1
r,P11,9,right,1,0,1
r,P11,0,both,0,1,1
r,P11,0,both,1,6,7
r,P11,0,left,0,6,13
r,P11,0,left,1,6,19
r,P11,0,right,0,6,25
r,P11,0,right,1,6,31
r,P11,1,both,0,6,6
r,P11,1,both,1,6,12
r,P11,1,left,0,6,18
r,P11,1,left,1,6,24
r,P11,1,right,0,6,30
r,P11,1,right,1,6,36
r,P11,2,both,0,6,6
r,P11,2,both,1,6,12
r,P11,2,left,0,6,18
r,P11,2,left,1,6,24
r,P11,2,right,0,6,30
r,P11,2,right,1,6,36
r,P11,3,both,0,6,6
r,P11,3,both,1,6,12
r,P11,3,left,0,6,18
r,P11,3,left,1,6,24
r,P11,3,right,0,6,30
r,P11,3,right,1,4,34
r,P11,4,both,0,6,6
r,P11,4,both,1,6,12
r,P11,4,left,0,6,18
r,P11,4,left,1,6,24
r,P11,4,right,0,6,30
r,P11,4,right,1,5,35
r,P11,5,both,0,6,6
r,P11,5,both,1,4,10
r,P11,5,left,0,3,13
r,P11,5,left,1,2,15
r,P11,5,right,0,5,20
r,P11,5,right,1,4,24
r,P11,6,both,0,3,3
r,P11,6,both,1,3,6
r,P11,6,left,0,1,7
r,P11,6,left,1,0,7
r,P11,6,right,0,1,8
r,P11,6,right,1,2,10
r,P11,7,both,0,2,2
r,P11,7,both,1,3,5
r,P11,7,left,0,1,6
